[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[3, 7, 6, 1, 5, 9, 0, 4]
[3, 6, 1, 5, 4, 8, 2, 7]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
[97, 24, 90, 26, 77, 6, 14, 71, 75, 22, 54, 10, 69, 34, 88, 46, 43, 48, 83, 81, 99, 38, 55, 7, 68, 17, 50, 52, 23, 11, 1, 64, 35, 57, 89, 63, 5, 3, 13, 70, 58, 18, 44, 87, 59, 74, 39, 0, 92, 67, 91, 60, 25, 95, 85, 15, 98, 42, 66, 12, 45, 51, 62, 19, 76, 4, 94, 49, 32, 37, 21, 82, 73, 31, 61, 2, 93, 41, 65, 8]
[71, 50, 68, 57, 42, 19, 74, 81, 54, 98, 6, 66, 60, 44, 58, 52, 76, 82, 1, 41, 31, 12, 45, 88, 83, 18, 90, 11, 10, 64, 67, 15, 99, 59, 89, 75, 70, 87, 77, 39, 23, 91, 35, 63, 25, 2, 46, 92, 26, 5, 4, 49, 95, 85, 65, 62, 24, 33, 3, 69, 51, 17, 14, 61, 93, 21, 32, 34, 73, 80, 9, 27, 7, 8, 29, 30, 38, 86, 36, 55]
[57, 68, 98, 74, 66, 83, 76, 19, 23, 52, 6, 95, 41, 82, 81, 34, 12, 87, 60, 11, 89, 58, 10, 63, 18, 22, 48, 47, 78, 70, 15, 53, 39, 91, 99, 97, 20, 35, 0, 44, 94, 56, 50, 75, 92, 4, 31, 1, 79, 46, 96, 59, 37, 40, 49, 13, 72, 64, 26, 33, 2, 28, 42, 45, 62, 43, 65, 77, 86, 84, 25, 3, 21, 54, 85, 90, 29, 8, 73, 30]
[57, 68, 74, 98, 76, 83, 66, 19, 6, 82, 52, 41, 48, 81, 12, 23, 11, 60, 10, 58, 63, 13, 39, 89, 99, 91, 35, 70, 18, 15, 50, 44, 46, 1, 26, 31, 4, 75, 92, 33, 64, 2, 49, 16, 17, 62, 21, 95, 42, 45, 80, 7, 9, 61, 14, 86, 25, 77, 85, 28, 54, 51, 65, 59, 87, 38, 32, 34, 67, 3, 78, 47, 90, 8, 96, 55, 29, 88, 30, 93]
[57, 68, 74, 98, 76, 66, 83, 19, 82, 6, 52, 41, 60, 81, 11, 12, 10, 58, 63, 23, 39, 89, 35, 48, 99, 70, 91, 18, 15, 50, 46, 44, 31, 26, 75, 92, 1, 4, 64, 33, 13, 95, 49, 2, 62, 21, 42, 45, 77, 65, 86, 85, 25, 54, 28, 73, 56, 3, 87, 59, 34, 24, 51, 71, 8, 90, 79, 47, 96, 17, 78, 30, 84, 29, 61, 7, 14, 97, 9, 5]
[57, 68, 74, 98, 76, 66, 83, 82, 6, 19, 52, 41, 11, 60, 10, 12, 81, 35, 58, 23, 39, 48, 63, 89, 70, 18, 99, 15, 91, 46, 50, 26, 75, 92, 1, 31, 4, 33, 44, 2, 95, 21, 64, 49, 42, 62, 77, 65, 13, 45, 85, 86, 25, 54, 28, 87, 3, 59, 34, 96, 47, 8, 0, 73, 30, 38, 72, 32, 53, 94, 90, 51, 17, 43, 78, 27, 67, 55, 56, 93]
[57, 74, 48, 98, 68, 66, 76, 6, 82, 83, 19, 52, 10, 35, 18, 41, 58, 70, 11, 60, 23, 99, 39, 89, 63, 15, 12, 81, 26, 46, 33, 91, 21, 75, 1, 2, 4, 50, 92, 42, 31, 95, 80, 20, 61, 29, 7, 79, 77, 65, 64, 88, 40, 84, 37, 59, 9, 49, 44, 62, 13, 85, 14, 97, 45, 54, 28, 87, 96, 16, 36, 25, 69, 47, 34, 8, 86, 30, 22, 3]
[48, 57, 88, 6, 74, 98, 21, 18, 66, 82, 70, 73, 51, 71, 52, 58, 17, 35, 83, 68, 76, 59, 33, 38, 24, 56, 78, 10, 72, 90, 5, 26, 55, 23, 94, 62, 2, 32, 41, 19, 15, 46, 99, 81, 53, 63, 39, 11, 42, 75, 67, 93, 60, 95, 65, 77, 89, 43, 4, 1, 0, 12, 96, 50, 92, 31, 64, 91, 85, 87, 49, 13, 7, 54, 28, 45, 27, 8, 79, 61]
[48, 88, 6, 34, 57, 44, 47, 30, 84, 97, 3, 25, 18, 21, 29, 86, 9, 62, 2, 35, 74, 20, 66, 80, 16, 14, 59, 33, 40, 26, 70, 22, 39, 75, 10, 82, 98, 81, 76, 77, 41, 68, 96, 52, 83, 46, 23, 58, 65, 11, 69, 15, 19, 95, 99, 42, 36, 7, 72, 63, 37, 61, 60, 50, 85, 87, 31, 51, 4, 71, 38, 92, 49, 64, 45, 17, 79, 89, 12, 28]
[88, 54, 1, 8, 24, 32, 91, 53, 77, 35, 18, 73, 57, 55, 94, 70, 78, 13, 81, 6, 56, 66, 67, 33, 74, 90, 2, 21, 39, 48, 93, 62, 26, 0, 10, 75, 43, 96, 76, 19, 27, 5, 99, 83, 68, 82, 65, 72, 11, 85, 87, 51, 98, 7, 23, 97, 15, 28, 50, 63, 58, 17, 60, 64, 95, 31, 41, 34, 38, 71, 61, 92, 52, 42, 45, 4, 47, 30, 46, 79]
[77, 35, 18, 19, 20, 89, 57, 40, 81, 74, 70, 12, 66, 9, 29, 33, 76, 69, 49, 8, 44, 10, 22, 96, 6, 99, 2, 3, 26, 14, 59, 84, 72, 51, 82, 16, 25, 88, 75, 21, 65, 48, 83, 39, 85, 11, 50, 87, 80, 98, 38, 86, 34, 68, 28, 64, 15, 58, 31, 45, 63, 60, 94, 17, 23, 92, 41, 30, 47, 95, 54, 62, 7, 37, 46, 78, 53, 36, 61, 32]
[35, 19, 18, 77, 76, 79, 52, 57, 42, 91, 4, 73, 70, 33, 74, 8, 66, 97, 55, 71, 99, 96, 1, 43, 72, 10, 51, 81, 90, 26, 82, 65, 56, 27, 67, 48, 39, 2, 85, 21, 50, 6, 87, 83, 0, 28, 88, 45, 98, 30, 75, 31, 11, 41, 38, 46, 64, 24, 15, 93, 95, 13, 34, 58, 92, 63, 60, 68, 94, 23, 78, 5, 25, 7, 54, 20, 40, 17, 47, 53]
[18, 35, 19, 74, 77, 32, 29, 61, 57, 76, 62, 8, 99, 69, 44, 70, 33, 12, 89, 65, 3, 10, 96, 22, 14, 72, 9, 66, 26, 28, 41, 81, 51, 46, 86, 82, 48, 84, 39, 30, 87, 31, 16, 85, 2, 45, 50, 64, 98, 68, 92, 15, 38, 49, 60, 83, 7, 21, 6, 78, 58, 23, 11, 59, 63, 75, 34, 95, 25, 54, 20, 47, 37, 94, 73, 40, 53, 88, 27, 17]
[18, 35, 74, 57, 65, 77, 1, 55, 99, 36, 42, 70, 19, 80, 41, 43, 90, 76, 46, 28, 67, 56, 8, 10, 97, 33, 4, 5, 81, 96, 79, 72, 30, 26, 52, 39, 0, 24, 91, 68, 66, 31, 82, 98, 45, 48, 85, 51, 64, 7, 15, 87, 6, 60, 50, 92, 71, 2, 58, 38, 21, 78, 20, 34, 75, 83, 40, 54, 73, 44, 63, 13, 25, 53, 11, 93, 23, 69, 62, 47]
[18, 74, 35, 57, 65, 70, 77, 22, 29, 27, 94, 95, 17, 12, 99, 14, 41, 89, 28, 32, 88, 46, 86, 10, 19, 3, 30, 9, 81, 33, 26, 96, 72, 98, 68, 8, 39, 31, 76, 61, 45, 60, 7, 15, 82, 85, 84, 66, 37, 92, 64, 48, 87, 6, 78, 34, 21, 58, 38, 75, 44, 20, 50, 59, 49, 25, 2, 16, 73, 51, 90, 53, 83, 1, 23, 63, 54, 62, 40, 55]
[18, 74, 70, 77, 57, 35, 65, 30, 41, 28, 11, 42, 19, 69, 99, 10, 46, 68, 47, 97, 56, 67, 5, 98, 43, 81, 60, 31, 96, 0, 26, 72, 39, 33, 7, 45, 8, 24, 15, 91, 82, 66, 4, 85, 92, 78, 76, 6, 79, 34, 75, 44, 50, 21, 13, 20, 87, 58, 64, 48, 38, 25, 52, 86, 14, 36, 90, 89, 23, 83, 29, 2, 62, 1, 73, 53, 93, 71, 17, 54]
[18, 70, 77, 74, 57, 30, 19, 65, 35, 55, 68, 63, 28, 10, 99, 60, 95, 22, 3, 98, 41, 96, 27, 40, 51, 46, 81, 39, 9, 26, 31, 12, 7, 72, 32, 45, 94, 15, 37, 66, 82, 75, 88, 33, 85, 8, 76, 92, 78, 6, 44, 20, 34, 86, 21, 89, 14, 50, 38, 1, 49, 25, 58, 87, 23, 62, 80, 90, 48, 84, 29, 17, 54, 64, 42, 83, 2, 73, 53, 11]
[18, 70, 77, 57, 74, 30, 19, 68, 60, 99, 10, 35, 65, 7, 26, 98, 31, 96, 39, 81, 61, 28, 5, 15, 72, 67, 45, 59, 66, 46, 75, 76, 41, 16, 6, 43, 82, 85, 69, 91, 97, 78, 56, 1, 20, 33, 44, 47, 0, 92, 8, 21, 34, 14, 86, 4, 24, 50, 23, 38, 62, 54, 79, 87, 29, 58, 36, 90, 17, 89, 25, 48, 63, 55, 83, 42, 9, 73, 53, 52]
[18, 70, 77, 57, 30, 19, 60, 74, 68, 10, 26, 99, 31, 7, 96, 35, 65, 98, 39, 81, 15, 72, 75, 11, 66, 64, 37, 6, 2, 22, 1, 76, 71, 93, 45, 3, 27, 13, 28, 12, 82, 85, 41, 33, 78, 44, 46, 21, 14, 95, 8, 34, 20, 92, 32, 40, 23, 88, 51, 62, 86, 94, 49, 38, 50, 54, 29, 25, 58, 17, 55, 9, 48, 87, 42, 90, 73, 83, 63, 89]
[18, 70, 77, 57, 30, 60, 19, 68, 99, 10, 26, 74, 31, 7, 15, 72, 35, 75, 1, 6, 81, 96, 98, 66, 39, 65, 76, 84, 85, 45, 78, 5, 91, 82, 44, 41, 53, 21, 43, 33, 14, 4, 23, 69, 92, 28, 8, 20, 34, 62, 67, 46, 86, 37, 50, 38, 56, 29, 47, 9, 0, 54, 79, 25, 42, 11, 55, 17, 97, 90, 48, 58, 73, 22, 83, 87, 2, 64, 52, 63]
[18, 70, 77, 30, 57, 60, 19, 68, 26, 15, 99, 10, 31, 1, 7, 6, 72, 75, 66, 74, 81, 96, 76, 35, 39, 98, 85, 65, 78, 33, 27, 82, 24, 61, 45, 36, 89, 44, 3, 23, 21, 8, 14, 80, 12, 41, 62, 37, 49, 92, 29, 38, 9, 86, 32, 95, 20, 50, 34, 42, 46, 11, 88, 54, 25, 28, 94, 17, 90, 40, 73, 58, 51, 91, 48, 22, 87, 5, 83, 16]
[18, 70, 77, 60, 57, 30, 68, 19, 26, 1, 15, 99, 31, 10, 6, 75, 7, 66, 72, 81, 76, 74, 85, 98, 96, 39, 35, 65, 78, 2, 33, 55, 71, 23, 44, 45, 21, 4, 82, 63, 64, 41, 37, 53, 62, 14, 43, 8, 29, 38, 92, 9, 42, 50, 59, 11, 86, 20, 54, 93, 69, 17, 25, 79, 46, 73, 22, 13, 34, 47, 91, 90, 28, 56, 5, 58, 67, 48, 27, 87]
[18, 70, 77, 60, 30, 57, 68, 19, 1, 26, 15, 6, 99, 31, 10, 75, 76, 7, 72, 66, 85, 81, 39, 78, 74, 98, 35, 96, 23, 44, 65, 0, 83, 21, 45, 97, 62, 29, 42, 14, 52, 37, 41, 49, 9, 33, 3, 8, 82, 92, 38, 11, 86, 50, 84, 12, 89, 95, 54, 94, 90, 20, 32, 88, 5, 17, 22, 25, 55, 91, 58, 73, 40, 2, 34, 87, 36, 46, 4, 53]
[18, 70, 77, 60, 57, 30, 68, 19, 1, 26, 15, 99, 6, 31, 76, 10, 75, 72, 85, 66, 7, 81, 78, 39, 74, 23, 35, 96, 44, 21, 42, 62, 98, 29, 9, 41, 27, 45, 48, 14, 65, 51, 37, 11, 61, 92, 64, 38, 82, 33, 50, 43, 86, 54, 28, 90, 8, 63, 5, 22, 91, 55, 79, 20, 58, 25, 17, 73, 47, 2, 87, 53, 69, 4, 34, 83, 24, 46, 67, 56]
[18, 70, 77, 60, 57, 30, 19, 68, 1, 26, 15, 99, 6, 75, 76, 31, 10, 85, 72, 7, 66, 81, 23, 78, 44, 35, 42, 39, 74, 29, 62, 21, 9, 37, 96, 65, 45, 11, 14, 98, 38, 41, 49, 3, 71, 50, 90, 82, 92, 33, 16, 58, 5, 94, 89, 86, 55, 22, 12, 8, 95, 54, 91, 88, 87, 2, 32, 73, 17, 40, 25, 27, 20, 80, 93, 36, 53, 4, 48, 52]
[18, 77, 70, 60, 57, 1, 30, 19, 68, 26, 15, 99, 6, 75, 76, 31, 10, 85, 72, 7, 66, 23, 81, 42, 44, 78, 35, 74, 21, 29, 62, 11, 37, 39, 45, 14, 65, 9, 96, 38, 41, 58, 34, 83, 82, 90, 50, 13, 98, 5, 0, 92, 22, 91, 64, 97, 54, 86, 46, 28, 87, 43, 55, 8, 33, 27, 79, 17, 63, 25, 73, 69, 2, 20, 47, 4, 84, 61, 53, 94]
[18, 77, 70, 60, 57, 1, 68, 30, 26, 19, 15, 99, 6, 76, 75, 31, 10, 85, 72, 7, 23, 66, 44, 81, 42, 62, 35, 29, 74, 78, 37, 21, 11, 14, 45, 39, 38, 58, 9, 50, 96, 65, 82, 5, 90, 41, 51, 48, 91, 22, 3, 67, 49, 55, 86, 92, 59, 98, 54, 95, 8, 56, 33, 2, 12, 87, 32, 17, 88, 40, 73, 89, 36, 27, 20, 71, 25, 52, 94, 53]
[18, 77, 60, 70, 1, 57, 30, 26, 68, 19, 99, 15, 6, 76, 75, 31, 10, 23, 85, 7, 66, 72, 44, 81, 29, 42, 62, 21, 37, 58, 78, 11, 14, 74, 35, 5, 9, 45, 38, 50, 82, 39, 83, 96, 90, 22, 91, 65, 4, 41, 34, 55, 86, 54, 92, 2, 46, 64, 98, 17, 87, 43, 47, 94, 27, 33, 69, 20, 8, 73, 93, 53, 28, 3, 25, 79, 0, 61, 95, 63]
[18, 77, 60, 70, 1, 57, 68, 26, 30, 15, 6, 99, 19, 76, 75, 31, 10, 23, 85, 7, 72, 66, 44, 42, 21, 29, 81, 58, 37, 62, 11, 14, 5, 74, 35, 38, 78, 90, 9, 45, 50, 82, 39, 65, 91, 22, 96, 24, 86, 55, 97, 2, 92, 48, 41, 54, 49, 32, 87, 40, 88, 36, 27, 73, 94, 4, 80, 8, 53, 98, 71, 52, 17, 33, 20, 89, 83, 12, 25, 51]
[18, 77, 60, 70, 1, 26, 57, 68, 30, 99, 15, 6, 19, 76, 75, 31, 23, 10, 7, 85, 72, 44, 66, 29, 37, 21, 58, 62, 11, 81, 42, 5, 74, 14, 38, 9, 35, 78, 45, 82, 91, 50, 90, 55, 22, 96, 2, 3, 86, 67, 54, 92, 39, 41, 13, 65, 84, 34, 27, 47, 64, 4, 95, 69, 16, 43, 94, 87, 53, 46, 0, 17, 20, 73, 83, 56, 8, 25, 98, 28]
[18, 77, 60, 1, 70, 26, 57, 15, 30, 68, 19, 99, 6, 76, 75, 31, 23, 7, 44, 10, 72, 85, 66, 21, 29, 37, 62, 58, 5, 11, 81, 38, 14, 74, 42, 9, 35, 82, 91, 90, 78, 45, 22, 50, 55, 2, 96, 33, 61, 36, 41, 86, 39, 63, 40, 65, 52, 79, 87, 92, 27, 49, 88, 54, 48, 94, 53, 4, 32, 3, 71, 93, 17, 25, 20, 51, 73, 83, 98, 59]
[18, 77, 60, 1, 70, 26, 57, 15, 68, 99, 30, 6, 19, 76, 75, 23, 31, 44, 72, 7, 37, 85, 58, 10, 21, 66, 29, 5, 62, 11, 14, 35, 82, 81, 38, 91, 9, 74, 42, 55, 50, 22, 45, 90, 2, 78, 27, 96, 86, 89, 87, 69, 94, 95, 47, 41, 8, 64, 92, 12, 34, 53, 43, 54, 4, 65, 97, 20, 3, 17, 46, 0, 67, 39, 40, 88, 52, 36, 80, 83]
